ParentSKU,Site Id,Year,Month,Category Name ID,Unit,Qty,Price,Net Sales calculated,Cash Discount,Amount to Customer,MRP,Pack Size,Pack Unit Id,State,Zone,Master Category,Size,Rank,Date
F0033,BANGALORE,2018,12,0,NO,1076.0,42,45382,0,45382,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2018-12-01
F0033,BANGALORE,2019,1,0,NO,694.0,44,29999,0,29999,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-01-01
F0033,BANGALORE,2019,2,0,NO,843.0,42,36246,0,36246,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-02-01
F0033,BANGALORE,2019,3,0,NO,770.0,42,33480,0,33480,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-03-01
F0033,BANGALORE,2019,4,0,NO,637.0,42,26805,0,26805,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-04-01
F0033,BANGALORE,2019,5,0,NO,903.0,43,37894,0,37894,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-05-01
F0033,BANGALORE,2019,6,0,NO,684.0,45,29610,0,29610,70.3846153846154,30.0,GM,DL,SOUTH,3,30gm,4,2019-06-01
F0033,BANGALORE,2019,7,0,NO,570.0,45,26677,0,26677,72.7777777777778,30.0,GM,DL,SOUTH,3,30gm,4,2019-07-01
F0033,BANGALORE,2019,8,0,NO,1129.0,47,52547,0,52547,75.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-08-01
F0033,BANGALORE,2019,9,0,NO,472.0,48,21955,0,21955,75.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-09-01
F0033,BANGALORE,2019,10,0,NO,1314.0,47,54347,0,54347,75.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-10-01
F0033,BANGALORE,2019,11,0,NO,1233.0,49,50821,0,50821,74.1176470588235,30.0,GM,DL,South,3,30gm,4,2019-11-01
F0033,BANGALORE,2019,12,0,NO,1339.0,47,56084,0,56084,75.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-12-01
F0033,BANGALORE,2020,1,0,NO,850.0,50,36644,0,36644,79.6428571428571,30.0,GM,DL,South,3,30gm,4,2020-01-01
F0033,BANGALORE,2020,2,0,NO,509.0,49,22277,0,22277,80.0,30.0,GM,DL,SOUTH,3,30gm,4,2020-02-01
F0033,BHUBANESWR,2017,4,0,NO,684.0,54,34075,0,39016,80.0,30.0,GM,DL,EAST,3,30gm,4,2017-04-01
F0033,BHUBANESWR,2017,5,0,NO,816.0,52,39941,0,45732,78.82352941176471,30.0,GM,DL,EAST,3,30gm,4,2017-05-01
F0033,BHUBANESWR,2017,6,0,NO,180.0,51,8267,0,9466,76.6666666666667,30.0,GM,DL,EAST,3,30gm,4,2017-06-01
F0033,BHUBANESWR,2017,7,0,NO,1020.0,42,39208,0,39208,70.5882352941177,30.0,GM,DL,EAST,3,30gm,4,2017-07-01
F0033,BHUBANESWR,2017,8,0,NO,858.0,42,33196,0,33196,70.0,30.0,GM,DL,EAST,3,30gm,4,2017-08-01
F0033,BHUBANESWR,2017,9,0,NO,720.0,42,27917,0,27917,70.0,30.0,GM,DL,EAST,3,30gm,4,2017-09-01
F0033,BHUBANESWR,2017,11,0,NO,540.0,46,23019,0,23019,70.0,30.0,GM,DL,EAST,3,30gm,4,2017-11-01
F0033,BHUBANESWR,2017,12,0,NO,390.0,46,16760,0,16760,70.0,30.0,GM,DL,EAST,3,30gm,4,2017-12-01
F0033,BHUBANESWR,2018,1,0,NO,864.0,46,36858,0,36858,70.0,30.0,GM,DL,EAST,3,30gm,4,2018-01-01
F0033,BHUBANESWR,2018,2,0,NO,1272.0,46,53849,0,53849,70.0,30.0,GM,DL,EAST,3,30gm,4,2018-02-01
F0033,BHUBANESWR,2018,3,0,NO,1272.0,45,52898,0,52898,70.0,30.0,GM,DL,EAST,3,30gm,4,2018-03-01
F0033,BHUBANESWR,2018,4,0,NO,1296.0,45,52909,0,52909,70.0,30.0,GM,DL,EAST,3,30gm,4,2018-04-01
F0033,BHUBANESWR,2018,5,0,NO,1092.0,46,45410,0,45410,70.0,30.0,GM,DL,EAST,3,30gm,4,2018-05-01
F0033,BHUBANESWR,2018,6,0,NO,300.0,47,12713,0,12713,70.0,30.0,GM,DL,EAST,3,30gm,4,2018-06-01
F0033,BHUBANESWR,2018,7,0,NO,168.0,47,7156,0,7156,70.0,30.0,GM,DL,EAST,3,30gm,4,2018-07-01
F0033,BHUBANESWR,2018,8,0,NO,36.0,47,1478,0,1478,70.0,30.0,GM,DL,EAST,3,30gm,4,2018-08-01
F0033,BHUBANESWR,2018,9,0,NO,156.0,47,6953,0,6953,70.0,30.0,GM,DL,EAST,3,30gm,4,2018-09-01
F0033,BHUBANESWR,2018,10,0,NO,108.0,47,4780,0,4780,70.0,30.0,GM,DL,EAST,3,30gm,4,2018-10-01
F0033,BHUBANESWR,2018,11,0,NO,222.0,46,8966,0,8966,70.0,30.0,GM,DL,EAST,3,30gm,4,2018-11-01
F0033,BHUBANESWR,2018,12,0,NO,177.0,45,7371,0,7371,70.0,30.0,GM,DL,EAST,3,30gm,4,2018-12-01
F0033,BHUBANESWR,2019,1,0,NO,114.0,47,5159,0,5159,70.0,30.0,GM,DL,EAST,3,30gm,4,2019-01-01
F0033,BHUBANESWR,2019,2,0,NO,114.0,44,4836,0,4836,70.0,30.0,GM,DL,EAST,3,30gm,4,2019-02-01
F0033,BHUBANESWR,2019,3,0,NO,397.0,45,17626,0,17626,70.0,30.0,GM,DL,EAST,3,30gm,4,2019-03-01
F0033,BHUBANESWR,2019,4,0,NO,190.0,47,8694,0,8694,70.0,30.0,GM,DL,EAST,3,30gm,4,2019-04-01
F0033,BHUBANESWR,2019,5,0,NO,133.0,46,5857,0,5857,70.0,30.0,GM,DL,EAST,3,30gm,4,2019-05-01
F0033,BHUBANESWR,2019,6,0,NO,147.0,47,6773,0,6773,70.0,30.0,GM,DL,EAST,3,30gm,4,2019-06-01
F0033,BHUBANESWR,2019,7,0,NO,312.0,50,15181,0,15181,75.0,30.0,GM,DL,EAST,3,30gm,4,2019-07-01
F0033,BHUBANESWR,2019,8,0,NO,552.0,50,26814,0,26814,75.0,30.0,GM,DL,EAST,3,30gm,4,2019-08-01
F0033,BHUBANESWR,2019,9,0,NO,60.0,51,2947,0,2947,75.0,30.0,GM,DL,EAST,3,30gm,4,2019-09-01
F0033,BHUBANESWR,2019,10,0,NO,117.0,51,5527,0,5527,75.0,30.0,GM,DL,EAST,3,30gm,4,2019-10-01
F0033,BHUBANESWR,2019,11,0,NO,462.0,49,18290,0,18290,75.0,30.0,GM,DL,EAST,3,30gm,4,2019-11-01
F0033,BHUBANESWR,2019,12,0,NO,207.0,46,8274,0,8274,75.0,30.0,GM,DL,EAST,3,30gm,4,2019-12-01
F0033,BHUBANESWR,2020,1,0,NO,282.0,51,12470,0,12470,80.0,30.0,GM,DL,EAST,3,30gm,4,2020-01-01
F0033,BHUBANESWR,2020,2,0,NO,285.0,52,11914,0,11914,79.1666666666667,30.0,GM,DL,EAST,3,30gm,4,2020-02-01
F0033,CHENNAI,2017,4,0,NO,280.0,56,14555,21,16369,80.0,30.0,GM,DL,SOUTH,3,30gm,4,2017-04-01
F0033,CHENNAI,2017,5,0,NO,701.0,53,34441,12,38632,76.8571428571429,30.0,GM,DL,SOUTH,3,30gm,4,2017-05-01
F0033,CHENNAI,2017,6,0,NO,526.0,48,23975,4,27322,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2017-06-01
F0033,CHENNAI,2017,7,0,NO,604.0,43,24765,0,24765,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2017-07-01
F0033,CHENNAI,2017,8,0,NO,483.0,42,19198,0,19198,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2017-08-01
F0033,CHENNAI,2017,9,0,NO,502.0,43,20437,0,20437,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2017-09-01
F0033,CHENNAI,2017,10,0,NO,247.0,43,10027,0,10027,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2017-10-01
F0033,CHENNAI,2017,11,0,NO,286.0,47,12427,0,12427,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2017-11-01
F0033,CHENNAI,2017,12,0,NO,649.0,46,27825,0,27825,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2017-12-01
F0033,CHENNAI,2018,1,0,NO,528.0,47,23206,0,23206,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2018-01-01
F0033,CHENNAI,2018,2,0,NO,406.0,47,17977,0,17977,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2018-02-01
F0033,CHENNAI,2018,3,0,NO,429.0,47,18842,0,18842,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2018-03-01
F0033,CHENNAI,2018,4,0,NO,1633.0,47,71016,0,71016,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2018-04-01
F0033,CHENNAI,2018,5,0,NO,971.0,47,41817,0,41817,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2018-05-01
F0033,CHENNAI,2018,6,0,NO,989.0,47,40998,0,40998,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2018-06-01
F0033,CHENNAI,2018,7,0,NO,647.0,47,26655,0,26655,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2018-07-01
F0033,CHENNAI,2018,8,0,NO,436.0,46,17828,0,17828,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2018-08-01
F0033,CHENNAI,2018,9,0,NO,346.0,47,15262,0,15262,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2018-09-01
F0033,CHENNAI,2018,10,0,NO,10532.0,45,432454,0,432454,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2018-10-01
F0033,CHENNAI,2018,11,0,NO,395.0,46,16780,0,16780,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2018-11-01
F0033,CHENNAI,2018,12,0,NO,1382.0,46,59829,0,59829,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2018-12-01
F0033,CHENNAI,2019,1,0,NO,91.0,45,4224,0,4224,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-01-01
F0033,CHENNAI,2019,2,0,NO,441.0,46,19780,0,19780,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-02-01
F0033,CHENNAI,2019,3,0,NO,419.0,47,19150,0,19150,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-03-01
F0033,CHENNAI,2019,4,0,NO,574.0,47,26083,0,26083,70.0,30.0,GM,DL,South,3,30gm,4,2019-04-01
F0033,CHENNAI,2019,5,0,NO,444.0,46,19668,0,19668,70.0,30.0,GM,DL,South,3,30gm,4,2019-05-01
F0033,CHENNAI,2019,6,0,NO,159.0,47,7256,0,7256,70.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-06-01
F0033,CHENNAI,2019,7,0,NO,350.0,47,15922,0,15922,70.55555555555559,30.0,GM,DL,SOUTH,3,30gm,4,2019-07-01
F0033,CHENNAI,2019,8,0,NO,223.0,50,11014,0,11014,74.5454545454546,30.0,GM,DL,SOUTH,3,30gm,4,2019-08-01
F0033,CHENNAI,2019,9,0,NO,282.0,51,13953,0,13953,75.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-09-01
F0033,CHENNAI,2019,10,0,NO,169.0,48,7430,0,7430,75.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-10-01
F0033,CHENNAI,2019,11,0,NO,276.0,51,11669,0,11669,75.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-11-01
F0033,CHENNAI,2019,12,0,NO,241.0,51,10236,0,10236,75.0,30.0,GM,DL,SOUTH,3,30gm,4,2019-12-01
F0033,CHENNAI,2020,1,0,NO,156.0,49,7448,0,7448,77.5,30.0,GM,DL,SOUTH,3,30gm,4,2020-01-01
F0033,CHENNAI,2020,2,0,NO,328.0,53,15353,0,15353,79.375,30.0,GM,DL,SOUTH,3,30gm,4,2020-02-01
F0033,DEHRADUN,2017,4,0,NO,576.0,54,28950,0,33148,80.0,30.0,GM,DL,NORTH2,3,30gm,4,2017-04-01
F0033,DEHRADUN,2017,5,0,NO,1008.0,49,45456,0,52047,71.875,30.0,GM,DL,NORTH2,3,30gm,4,2017-05-01
F0033,DEHRADUN,2017,6,0,NO,962.0,48,42823,0,49032,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2017-06-01
F0033,DEHRADUN,2017,7,0,NO,1144.0,43,45799,0,45799,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2017-07-01
F0033,DEHRADUN,2017,8,0,NO,910.0,42,35275,0,35275,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2017-08-01
F0033,DEHRADUN,2017,9,0,NO,1014.0,41,39113,0,39113,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2017-09-01
F0033,DEHRADUN,2017,12,0,NO,1429.0,45,60205,0,60205,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2017-12-01
F0033,DEHRADUN,2018,1,0,NO,1443.0,45,61550,0,61550,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2018-01-01
F0033,DEHRADUN,2018,2,0,NO,1733.0,44,73487,0,73487,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2018-02-01
F0033,DEHRADUN,2018,3,0,NO,1985.0,45,84605,0,84605,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2018-03-01
F0033,DEHRADUN,2018,4,0,NO,1555.0,44,64739,0,64739,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-04-01
F0033,DEHRADUN,2018,5,0,NO,377.0,45,16375,0,16375,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-05-01
F0033,DEHRADUN,2018,6,0,NO,3848.0,46,152944,0,152944,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-06-01
F0033,DEHRADUN,2018,7,0,NO,1582.0,46,64141,0,64141,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-07-01
F0033,DEHRADUN,2018,8,0,NO,790.0,45,30739,0,30739,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-08-01
F0033,DEHRADUN,2018,9,0,NO,1251.0,45,53098,0,53098,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-09-01
F0033,DEHRADUN,2018,10,0,NO,1014.0,46,40804,0,40804,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-10-01
F0033,DEHRADUN,2018,11,0,NO,262.0,42,10136,0,10136,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-11-01
F0033,DEHRADUN,2018,12,0,NO,766.0,43,31990,0,31990,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-12-01
F0033,DEHRADUN,2019,1,0,NO,5.0,41,206,0,206,70.0,30.0,GM,DL,NORTH,3,30gm,4,2019-01-01
F0033,DEHRADUN,2019,2,0,NO,192.0,42,8283,0,8283,70.0,30.0,GM,DL,NORTH,3,30gm,4,2019-02-01
F0033,DEHRADUN,2019,3,0,NO,539.0,43,24366,0,24366,70.0,30.0,GM,DL,NORTH,3,30gm,4,2019-03-01
F0033,DEHRADUN,2019,4,0,NO,423.0,44,18618,0,18618,70.0,30.0,GM,DL,NORTH,3,30gm,4,2019-04-01
F0033,DEHRADUN,2019,5,0,NO,817.0,46,35468,0,35468,70.0,30.0,GM,DL,NORTH,3,30gm,4,2019-05-01
F0033,DEHRADUN,2019,6,0,NO,768.0,46,33533,0,33533,70.0,30.0,GM,DL,NORTH,3,30gm,4,2019-06-01
F0033,DEHRADUN,2019,7,0,NO,900.0,48,42332,0,42332,73.3333333333333,30.0,GM,DL,NORTH,3,30gm,4,2019-07-01
F0033,DEHRADUN,2019,8,0,NO,144.0,48,6760,0,6760,71.6666666666667,30.0,GM,DL,NORTH,3,30gm,4,2019-08-01
F0033,DEHRADUN,2019,9,0,NO,264.0,47,12415,0,12415,72.5,30.0,GM,DL,NORTH,3,30gm,4,2019-09-01
F0033,DEHRADUN,2019,10,0,NO,865.0,50,35045,0,35045,75.0,30.0,GM,DL,NORTH,3,30gm,4,2019-10-01
F0033,DEHRADUN,2019,11,0,NO,1730.0,48,68177,0,68177,75.0,30.0,GM,DL,NORTH,3,30gm,4,2019-11-01
F0033,DEHRADUN,2019,12,0,NO,2590.0,49,102662,0,102662,75.0,30.0,GM,DL,NORTH,3,30gm,4,2019-12-01
F0033,DEHRADUN,2020,1,0,NO,2030.0,51,83116,0,83116,80.0,30.0,GM,DL,NORTH,3,30gm,4,2020-01-01
F0033,DEHRADUN,2020,2,0,NO,1080.0,51,44218,0,44218,78.3333333333333,30.0,GM,DL,North 1,3,30gm,4,2020-02-01
F0033,DELMDK,2017,4,0,NO,7044.0,54,377119,10,424120,80.0,30.0,GM,DL,NORTH2,3,30gm,4,2017-04-01
F0033,DELMDK,2017,5,0,NO,8537.0,50,399415,10,448958,71.4285714285714,30.0,GM,DL,NORTH2,3,30gm,4,2017-05-01
F0033,DELMDK,2017,6,0,NO,6143.0,49,283017,10,318153,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2017-06-01
F0033,DELMDK,2017,7,0,NO,13754.0,43,558923,0,558923,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2017-07-01
F0033,DELMDK,2017,8,0,NO,12283.0,42,498312,0,498312,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2017-08-01
F0033,DELMDK,2017,9,0,NO,12728.0,42,517619,0,517619,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2017-09-01
F0033,DELMDK,2017,10,0,NO,8287.0,42,335071,0,335071,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2017-10-01
F0033,DELMDK,2017,11,0,NO,11984.0,45,524637,0,524637,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2017-11-01
F0033,DELMDK,2017,12,0,NO,24845.0,46,1095478,0,1095478,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2017-12-01
F0033,DELMDK,2018,1,0,NO,25642.0,46,1128931,0,1128931,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2018-01-01
F0033,DELMDK,2018,2,0,NO,11475.0,46,504166,0,504166,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2018-02-01
F0033,DELMDK,2018,3,0,NO,27245.0,47,1202624,0,1202624,70.0,30.0,GM,DL,NORTH2,3,30gm,4,2018-03-01
F0033,DELMDK,2018,4,0,NO,8875.0,46,384618,0,384618,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-04-01
F0033,DELMDK,2018,5,0,NO,9416.0,46,406368,0,406368,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-05-01
F0033,DELMDK,2018,6,0,NO,25518.0,46,1046655,0,1046655,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-06-01
F0033,DELMDK,2018,7,0,NO,9841.0,45,395005,0,395005,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-07-01
F0033,DELMDK,2018,8,0,NO,20231.0,44,811791,0,811791,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-08-01
F0033,DELMDK,2018,9,0,NO,32998.0,46,1327918,0,1327918,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-09-01
F0033,DELMDK,2018,10,0,NO,15291.0,44,622921,0,622921,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-10-01
F0033,DELMDK,2018,11,0,NO,4510.0,43,182433,0,182433,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-11-01
F0033,DELMDK,2018,12,0,NO,23271.0,45,1004645,0,1004645,70.0,30.0,GM,DL,NORTH,3,30gm,4,2018-12-01
F0033,DELMDK,2019,1,0,NO,702.0,44,30794,0,30794,70.0,30.0,GM,DL,NORTH,3,30gm,4,2019-01-01
F0033,DELMDK,2019,2,0,NO,25223.0,46,1136346,0,1136346,70.0,30.0,GM,DL,NORTH,3,30gm,4,2019-02-01
F0033,DELMDK,2019,3,0,NO,20228.0,46,909678,0,909678,70.0,30.0,GM,DL,NORTH,3,30gm,4,2019-03-01
